inscricao_inicio,inscricao_fim,sorteio_data,matricula_sorte_inicio,matricula_sorte_fim,matricula_reman_inicio,matricula_reman_fim,aulas_inicio,aulas_fim
03/02/2025 12:00,07/02/2025 02:59,07/02/2025 15:00,10/02/2025 12:00,12/02/2025 21:00,14/02/2025 12:00,18/02/2025 21:00,20/02/2025 11:30,23/04/2025 23:30
